Geopoint;Geoshape;Alcaldía;Sector 18;Área km2;x;y
19.4758822889, -99.1039049923;"{""type"": ""Polygon"", ""coordinates"": [[[-99.11104699596916, 19.4747430316254], [-99.11055607200767, 19.475413926928905], [-99.1094070311333, 19.47696386160997], [-99.10812998163718, 19.478630903063742], [-99.10581997750606, 19.48159400056746], [-99.10315080585968, 19.480442153384516], [-99.09751389351682, 19.47820438570212], [-99.1011376785395, 19.46970219632513], [-99.10782284911726, 19.47311919223391], [-99.11104699596916, 19.4747430316254]]]}";GUSTAVO A MADERO;CUCHILLA;1.031100421383726;-99.10428;19.475648
19.4725027969, -99.0961705872;"{""type"": ""Polygon"", ""coordinates"": [[[-99.1011376785395, 19.46970219632513], [-99.09751389351682, 19.47820438570212], [-99.09148929503397, 19.47590988107615], [-99.0912711398863, 19.47582295831365], [-99.09289525769468, 19.471629645851127], [-99.09475903291083, 19.466645575677283], [-99.09572619149586, 19.466935357787893], [-99.1011376785395, 19.46970219632513]]]}";GUSTAVO A MADERO;CUCHILLA;0.767963136743267;-99.096329;19.472085
19.4511741067, -99.1123516994;"{""type"": ""Polygon"", ""coordinates"": [[[-99.1137112208754, 19.454779947266186], [-99.11226540231215, 19.45358091395265], [-99.1113382840248, 19.45297668319462], [-99.108673755723, 19.45199888462949], [-99.1091320967469, 19.45070775559433], [-99.10923686989727, 19.450530011447082], [-99.10950145913478, 19.450283484342844], [-99.10973602184862, 19.45001338663361], [-99.11015443471483, 19.448444821658942], [-99.11015933690531, 19.44822691981453], [-99.11019680797153, 19.448131097468398], [-99.11027193055341, 19.448206787716106], [-99.11555378831905, 19.4494014464029], [-99.11411436092027, 19.45511435965827], [-99.1137112208754, 19.454779947266186]]]}";VENUSTIANO CARRANZA;CONSULADO;0.314580323916186;-99.111835;19.451629999999998
19.4198755512, -99.1029442704;"{""type"": ""Polygon"", ""coordinates"": [[[-99.10591670102684, 19.424351455889525], [-99.09908576706454, 19.420979088923886], [-99.09905397942673, 19.420865953925187], [-99.09831810542659, 19.41619095565647], [-99.09881796709853, 19.41617604328959], [-99.09929603646594, 19.416194038803965], [-99.0999979813624, 19.416274993317035], [-99.10164063259614, 19.41669180550912], [-99.10188851251277, 19.416754930748688], [-99.10714243117731, 19.41809446226655], [-99.10641091423828, 19.421182631538706], [-99.1074339763626, 19.42169175686279], [-99.10591670102684, 19.424351455889525]]]}";VENUSTIANO CARRANZA;MERCED-BALBUENA;0.542190594782293;-99.10334;19.420185
19.5033510976, -99.0898065138;"{""type"": ""Polygon"", ""coordinates"": [[[-99.09371823851987, 19.501328967405538], [-99.09349184362375, 19.502056434298556], [-99.09276801291793, 19.504348120978765], [-99.08987056266106, 19.50951314956777], [-99.08503312063026, 19.50753172561059], [-99.08698184411128, 19.50318748823254], [-99.08870144654125, 19.499163182986212], [-99.08889741505027, 19.498704426089414], [-99.08964213914976, 19.496920387934342], [-99.09332681345116, 19.498118273868357], [-99.09330457727309, 19.49822899654694], [-99.093222463002, 19.498784673571336], [-99.0932105602732, 19.499134165604723], [-99.0932415533134, 19.499670172602066], [-99.09332393444001, 19.500077999219677], [-99.09345238465856, 19.5005542169919], [-99.09371823851987, 19.501328967405538]]]}";GUSTAVO A MADERO;QUIROGA;0.723583010891303;-99.089376;19.504109
19.4107823119, -99.0882677948;"{""type"": ""Polygon"", ""coordinates"": [[[-99.08656204860185, 19.413765606757053], [-99.0854773333083, 19.413167279921684], [-99.08391947069468, 19.41226622072693], [-99.08713372016666, 19.407310941351128], [-99.08997394692217, 19.40771697867628], [-99.09200959196431, 19.408015289338334], [-99.0927158933715, 19.408120671900384], [-99.09151665135106, 19.410313745207922], [-99.09046843176294, 19.412147484987315], [-99.0888433969313, 19.415094046645958], [-99.08656204860185, 19.413765606757053]]]}";VENUSTIANO CARRANZA;ZARAGOZA;0.440599260168781;-99.086947;19.410538
19.396947248, -99.0615648708;"{""type"": ""Polygon"", ""coordinates"": [[[-99.06365400445937, 19.40042632569755], [-99.06340013064761, 19.40027783375284], [-99.06167124024684, 19.399296747654056], [-99.05833611876197, 19.39740425782615], [-99.0582342969281, 19.397372025677384], [-99.05855075286684, 19.394378799065883], [-99.0607450426361, 19.394706782531017], [-99.06473984895776, 19.39538413966697], [-99.06365400445937, 19.40042632569755]]]}";IZTACALCO;PANTITLAN;0.288670692373871;-99.05963;19.394693
19.432681777, -99.0550321347;"{""type"": ""Polygon"", ""coordinates"": [[[-99.05404825573088, 19.425313051560803], [-99.05661090233617, 19.425581143122816], [-99.05831973301568, 19.425710022582706], [-99.05898438856235, 19.42587311964198], [-99.05955995274508, 19.425957344139245], [-99.05977368697599, 19.426165503164], [-99.0629468514629, 19.429651366280712], [-99.06294523274437, 19.429653084009587], [-99.06271813597553, 19.429894740976163], [-99.06265227746275, 19.43005093558809], [-99.06169786786842, 19.43176192271335], [-99.06148261085623, 19.432089703556176], [-99.06105863849042, 19.43292348611128], [-99.05973198069472, 19.43506866894602], [-99.04739371688686, 19.442011107903664], [-99.04760746624189, 19.43898395960652], [-99.05167115472554, 19.42980422901208], [-99.05404825573088, 19.425313051560803]]]}";VENUSTIANO CARRANZA;ARENAL;1.5204165696045682;-99.054597;19.434058
19.4764943341, -99.0732982492;"{""type"": ""Polygon"", ""coordinates"": [[[-99.07609249788698, 19.48194585243117], [-99.0660050993998, 19.479825142806696], [-99.06783794907678, 19.477548779320678], [-99.07035777831088, 19.474461361313033], [-99.06926507881556, 19.473375814829968], [-99.06935282087467, 19.473343516753054], [-99.06983363901423, 19.473166283945282], [-99.07042725570287, 19.470968271041443], [-99.07406804302691, 19.471544779227887], [-99.07570101229771, 19.471803395464068], [-99.07857059316825, 19.472325365229928], [-99.07882910061628, 19.472534655976656], [-99.07884753414645, 19.472822588396145], [-99.0787898649759, 19.474746283130823], [-99.07875342117153, 19.475046892090443], [-99.07862526219168, 19.47543818874541], [-99.07754808932374, 19.478277296198048], [-99.0767931699126, 19.480366766089563], [-99.07655166877619, 19.48088319045052], [-99.07609249788698, 19.48194585243117]]]}";GUSTAVO A MADERO;PRADERA;1.041392185191951;-99.073886;19.475969
19.3018659484, -99.1282141377;"{""type"": ""Polygon"", ""coordinates"": [[[-99.12485151280924, 19.29778907661804], [-99.12593585652749, 19.297844095418917], [-99.12657865816875, 19.297901764253886], [-99.12677762560718, 19.297952509266253], [-99.12680887833169, 19.29873715307733], [-99.1309134824668, 19.29909206421923], [-99.13104925593848, 19.30022377555802], [-99.13121838211396, 19.30116277595356], [-99.13231312696311, 19.306547812888827], [-99.13074922412129, 19.305833414621542], [-99.12441672958758, 19.303208372685067], [-99.12481086322298, 19.2977794339167], [-99.12485151280924, 19.29778907661804]]]}";TLALPAN;COAPA;0.49673621998333795;-99.12836300000001;19.302164
19.2917797783, -99.1351254235;"{""type"": ""Polygon"", ""coordinates"": [[[-99.13854323806424, 19.29467000259961], [-99.1381327504408, 19.297303036924166], [-99.1342748476863, 19.295736493408086], [-99.13117479775896, 19.294485287998825], [-99.13177681847311, 19.2914095464176], [-99.13079648562882, 19.29032218446095], [-99.13311960751518, 19.286498579616637], [-99.13325395033935, 19.28620954150827], [-99.13329527922818, 19.28612066925958], [-99.13565275900862, 19.286369824639014], [-99.13570193907294, 19.286454924679806], [-99.1349914222316, 19.287799741175647], [-99.13494570257929, 19.28798866604241], [-99.13496874696827, 19.28811942671746], [-99.13503763020964, 19.288206591065613], [-99.1351983338944, 19.28826458556905], [-99.13930831112103, 19.289409484831396], [-99.13854323806424, 19.29467000259961]]]}";TLALPAN;COAPA;0.7066874503762192;-99.134579;19.292006
19.3678607924, -99.1777137234;"{""type"": ""Polygon"", ""coordinates"": [[[-99.17687285349975, 19.3638892785311], [-99.17734981860157, 19.364429362975525], [-99.17882964525518, 19.365934057878043], [-99.18051403159372, 19.36726347623783], [-99.17932748201316, 19.37092005925883], [-99.1778840601491, 19.37054216121382], [-99.17508322333406, 19.36987671581625], [-99.17564241521983, 19.36751849752989], [-99.17649635184375, 19.364238230349674], [-99.17687285349975, 19.3638892785311]]]}";BENITO JUAREZ;DEL VALLE;0.26469337377241897;-99.178618;19.367366
19.3826297069, -99.1810747965;"{""type"": ""Polygon"", ""coordinates"": [[[-99.18262506703697, 19.38451424795312], [-99.18026473499388, 19.384573178668436], [-99.17628921707258, 19.38510379457373], [-99.17455932982571, 19.38536394232147], [-99.17560809428012, 19.382234880152932], [-99.18114479173586, 19.37994552338681], [-99.18120075537216, 19.37974555277895], [-99.18437160638604, 19.380199947945094], [-99.18666082641826, 19.380469559218923], [-99.18617959617863, 19.384457321813212], [-99.18262506703697, 19.38451424795312]]]}";BENITO JUAREZ;NAPOLES;0.530136183095975;-99.179461;19.382553
19.3451281094, -99.1323316764;"{""type"": ""Polygon"", ""coordinates"": [[[-99.13675546816587, 19.344661332810098], [-99.13587419327754, 19.34807764490976], [-99.13261708863406, 19.347999066341696], [-99.1326095877636, 19.348260444728666], [-99.13256333617825, 19.348639613724846], [-99.13249362700365, 19.348856752170402], [-99.12976354707645, 19.34835820431964], [-99.12983890568655, 19.34564916246258], [-99.12765193292083, 19.345488750482772], [-99.12775881313891, 19.34323609516447], [-99.12818543922432, 19.34336096904808], [-99.13034138732979, 19.3435728220606], [-99.1300927811812, 19.342947403410193], [-99.12934674860033, 19.341026498528866], [-99.13069289489741, 19.341062683474995], [-99.13561458091941, 19.34361316869747], [-99.13583990540212, 19.344150388137454], [-99.13683966403732, 19.343442974935346], [-99.13675546816587, 19.344661332810098]]]}";COYOACAN;TAXQUEÑA;0.5099281203682421;-99.132246;19.344941
19.3414015365, -99.118340912;"{""type"": ""Polygon"", ""coordinates"": [[[-99.1224264900393, 19.33691266146134], [-99.12013715560293, 19.34501901442342], [-99.11914020352482, 19.348788430074258], [-99.11806001172356, 19.347160251404798], [-99.1173904427468, 19.346150981373547], [-99.11633221302458, 19.344295567394116], [-99.11586969198716, 19.343484719533564], [-99.11502268145396, 19.342333117241953], [-99.11456930751643, 19.34110606924636], [-99.11409205036692, 19.34002544731172], [-99.11384150400588, 19.339113599087895], [-99.11378778229593, 19.338251335577777], [-99.11417676338954, 19.33835349066354], [-99.11527806326423, 19.338588322652583], [-99.11599150554123, 19.338558406764733], [-99.11673577397454, 19.338366601249927], [-99.11923172721707, 19.336892636642283], [-99.11996038008819, 19.33658306557449], [-99.12076682639723, 19.336553069800715], [-99.1224264900393, 19.33691266146134]]]}";COYOACAN;TAXQUEÑA;0.627843621952146;-99.118111;19.342672
19.3367705686, -99.1394470979;"{""type"": ""Polygon"", ""coordinates"": [[[-99.13659284967713, 19.33561434762113], [-99.13659284967713, 19.33561434762113], [-99.13656571049573, 19.3337742711241], [-99.13653613081777, 19.332662462487917], [-99.13674231924682, 19.332641792130936], [-99.13940454425583, 19.331881413612404], [-99.13975947221533, 19.33168095447899], [-99.14046970773512, 19.331838479859336], [-99.14102689357637, 19.333696674155828], [-99.14115960436109, 19.334139423793527], [-99.14196755561183, 19.33675117283952], [-99.14331591596996, 19.341217229759174], [-99.13707698757656, 19.340443423109782], [-99.13703063752241, 19.339890977369986], [-99.13674146419768, 19.337218988305644], [-99.13659284967713, 19.33561434762113], [-99.13659284967713, 19.33561434762113]]]}";COYOACAN;TAXQUEÑA;0.521108177472236;-99.139954;19.338416
19.3257265549, -99.1372523969;"{""type"": ""Polygon"", ""coordinates"": [[[-99.13968898892502, 19.329288158723138], [-99.13664162881203, 19.329246182622867], [-99.13646368382638, 19.32578519582406], [-99.13593152730101, 19.32474371414798], [-99.13417966770592, 19.322463053467743], [-99.13431449567857, 19.32238513862636], [-99.13537410606457, 19.32226089866021], [-99.13589910291329, 19.32225589895338], [-99.13666980576386, 19.32225993235931], [-99.13668930529455, 19.322470318103008], [-99.13770088355689, 19.322510769618372], [-99.1383583224146, 19.324910353999748], [-99.13968898892502, 19.329288158723138]]]}";COYOACAN;TAXQUEÑA;0.21615081061024902;-99.138163;19.326608
19.4275868553, -99.2074988184;"{""type"": ""Polygon"", ""coordinates"": [[[-99.21102187359888, 19.429100041913333], [-99.21050135512493, 19.429220847359783], [-99.21010769132872, 19.429394826867966], [-99.20927837468396, 19.429983053307126], [-99.20838434355487, 19.43054893681745], [-99.20802214128477, 19.43059833646165], [-99.20740394148292, 19.430541473783908], [-99.20668018188785, 19.43017175428856], [-99.20277489058424, 19.42708608350477], [-99.20263013312703, 19.426957638833212], [-99.20243564325179, 19.42674483750027], [-99.2035479162156, 19.42672398217884], [-99.20428000768385, 19.42668999166035], [-99.20539897731592, 19.426162012890785], [-99.20691009971067, 19.424953404494985], [-99.20745834121276, 19.424619107535506], [-99.20869575572304, 19.424070367237274], [-99.20913323796846, 19.425097719993612], [-99.2094574330863, 19.425577970427135], [-99.20980971293116, 19.42604463126284], [-99.210105588575, 19.42635138964349], [-99.21045779543381, 19.426684653025994], [-99.21035938738545, 19.42675155555068], [-99.2104899605268, 19.427252091883897], [-99.21099402264556, 19.42796548372854], [-99.21103654855386, 19.42821903166117], [-99.21102187359888, 19.429100041913333]]]}";MIGUEL HIDALGO;CHAPULTEPEC;0.342170394803093;-99.206579;19.427193
